Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
FL2497,"4","1 E BROWARD BLVD"," ","FORT LAUDERDALE","BROWARD",FL,333011812,22,ACTIVE,BUILDING,9596,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2498,"4","3555 MAGUIRE BLVD"," ","ORLANDO","ORANGE",FL,328033762,7,ACTIVE,BUILDING,20507,75,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2499,"4","650 NW PEACOCK BLVD"," ","PORT SAINT LUCIE","ST LUCIE",FL,349862211,18,ACTIVE,BUILDING,24858,43,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2501,"4","1211 GOVERNOR'S SQUARE BLVD."," ","TALLAHASSEE","LEON",FL,323012993,2,ACTIVE,BUILDING,10056,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2503,"4","5200 BELFORT ROAD"," ","JACKSONVILLE","DUVAL",FL,322566039,4,ACTIVE,BUILDING,15563,32,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2510,"4","315 S CALHOUN ST"," ","TALLAHASSEE","LEON",FL,323011807,2,ACTIVE,BUILDING,5894,17,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2511,"4","13520 AEROSPACE WAY"," ","JACKSONVILLE","DUVAL",FL,322218120,4,ACTIVE,BUILDING,63230,80,LEASED,0,Field Not In Use,Not Evaluated,No
FL2515,"4","3401 SW 160TH AVENUE"," ","MIRAMAR","BROWARD",FL,330274696,25,ACTIVE,BUILDING,10178,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2519,"4","3811 FRANKFORD AVE"," ","PANAMA CITY","BAY",FL,324051918,2,ACTIVE,BUILDING,22221,37,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2520,"4","469 WEST 23RD STREET"," ","PANAMA CITY","BAY",FL,324057622,2,ACTIVE,BUILDING,4176,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2526,"4","708 N. PEARL STREET"," ","JACKSONVILLE","DUVAL",FL,322023104,5,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2530,"4","925 SE 1ST ST"," ","BELLE GLADE","PALM BEACH",FL,334304305,20,ACTIVE,BUILDING,7377,36,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2531,"4","8659 BAYPINE RD"," ","JACKSONVILLE","DUVAL",FL,322567577,4,ACTIVE,BUILDING,4764,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2533,"4","1000 SOUTH PINE ISLAND ROAD"," ","PLANTATION","BROWARD",FL,333243906,22,ACTIVE,BUILDING,30712,87,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2536,"4","1001 EXECUTIVE CENTER DRIVE"," ","ORLANDO","ORANGE",FL,328033535,7,ACTIVE,BUILDING,5737,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2540,"4","10350 NW 112TH AVE"," ","MIAMI","MIAMI-DADE",FL,331781054,25,ACTIVE,BUILDING,75104,556,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2542,"4","4057 CARMICHAEL AVE"," ","JACKSONVILLE","DUVAL",FL,322072336,5,ACTIVE,BUILDING,32548,220,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2546,"4","8880 FREEDOM CROSSING TRAIL","ENTIRE 4TH FLOOR","JACKSONVILLE","DUVAL",FL,322561215,4,ACTIVE,BUILDING,23940,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2557,"4","925 US HIGHWAY 301 SOUTH"," ","TAMPA","HILLSBOROUGH",FL,336194338,14,ACTIVE,BUILDING,12125,8,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2578,"4","4077 WOODCOCK DR"," ","JACKSONVILLE","DUVAL",FL,322072718,5,ACTIVE,BUILDING,14876,83,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2583,"4","2002 ST. AUGUSTINE ROAD"," ","TALLAHASSEE","LEON",FL,323115314,2,ACTIVE,BUILDING,14087,47,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2589,"4","950 NORTH KROME AVENUE"," ","HOMESTEAD","MIAMI-DADE",FL,330304400,26,ACTIVE,BUILDING,18291,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2612,"4","550 WATER STREET"," ","JACKSONVILLE","DUVAL",FL,322025177,5,ACTIVE,BUILDING,2934,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2623,"4","411 W. GARDEN ST."," ","PENSACOLA","ESCAMBIA",FL,325024730,1,ACTIVE,BUILDING,16984,82,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2637,"4","2765 BUSINESS CENTER BLVD"," ","MELBOURNE","BREVARD",FL,329407102,8,ACTIVE,BUILDING,55496,135,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2652,"4","11401 W FLAGLER ST"," ","MIAMI","MIAMI-DADE",FL,331741023,25,ACTIVE,BUILDING,20569,93,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2666,"4","333 SOUTH MIAMI AVENUE"," ","MIAMI","MIAMI-DADE",FL,331301901,24,ACTIVE,BUILDING,134979,33,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2668,"4","3300 SW 34TH AVE"," ","OCALA","MARION",FL,344747448,11,ACTIVE,BUILDING,7754,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2705,"4","77/99 SE 5TH ST."," ","MIAMI","MIAMI-DADE",FL,331312507,24,ACTIVE,BUILDING,88610,189,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2721,"4","444 SEABREEZE BL"," ","DAYTONA BEACH","VOLUSIA",FL,321183958,6,ACTIVE,BUILDING,6589,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2724,"4","30 WEST GOVERNMENT ST"," ","PANAMA CITY","BAY",FL,324012739,2,ACTIVE,BUILDING,17008,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2728,"4","140 W FLAGLER ST"," ","MIAMI","MIAMI-DADE",FL,331301519,24,ACTIVE,STRUCTURE,0,41,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2802,"4","10300 SUNSET DRIVE"," ","MIAMI","MIAMI-DADE",FL,331733012,26,ACTIVE,BUILDING,3868,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2838,"4","227 N BRONOUGH ST"," ","TALLAHASSEE","LEON",FL,323011380,2,ACTIVE,BUILDING,9211,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2866,"4","9100 NW 36TH ST EXT"," ","MIAMI","MIAMI-DADE",FL,331782435,25,ACTIVE,BUILDING,5561,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2873,"4","4070 BLVD CENTER DR"," ","JACKSONVILLE","DUVAL",FL,322072824,5,ACTIVE,BUILDING,10794,52,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2901,"4","5600 NW 36TH ST","4TH FLOOR","MIAMI","MIAMI-DADE",FL,331662787,27,ACTIVE,BUILDING,5394,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2902,"4","3001 TAMIAMI TRL N"," ","NAPLES","COLLIER",FL,341032715,19,ACTIVE,BUILDING,3182,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2918,"4","1800 ELLER DR"," ","FORT LAUDERDALE","BROWARD",FL,333164208,23,ACTIVE,BUILDING,37876,141,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2922,"4","1 E 11TH ST"," ","RIVIERA BEACH","PALM BEACH",FL,334046920,22,ACTIVE,BUILDING,10685,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2929,"4","701 SAN MARCO BLVD"," ","JACKSONVILLE","DUVAL",FL,322078175,4,ACTIVE,BUILDING,199754,120,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2935,"4","1662 N PARK AVE"," ","BARTOW","POLK",FL,338303139,15,ACTIVE,BUILDING,3127,22,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2950,"4","85960 US HWY 1"," ","ISLAMORADA","MONROE",FL,330363301,26,ACTIVE,BUILDING,5219,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2954,"4","1600 SARNO RD"," ","MELBOURNE","BREVARD",FL,329354938,8,ACTIVE,BUILDING,570,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2957,"4","6601 NW 25TH ST","2ND FLOOR","MIAMI","MIAMI-DADE",FL,331222232,27,ACTIVE,BUILDING,36318,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2971,"4","2203 N LOIS AVE","5TH FLOOR","TAMPA","HILLSBOROUGH",FL,336072370,14,ACTIVE,BUILDING,56551,175,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2978,"4","402 S KENTUCKY AVE"," ","LAKELAND","POLK",FL,338015367,15,ACTIVE,BUILDING,6091,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2981,"4","235 S MAIN ST"," ","GAINESVILLE","ALACHUA",FL,326011818,5,ACTIVE,BUILDING,3920,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2997,"4","2801 FRUITVILLE RD"," ","SARASOTA","SARASOTA",FL,342375343,16,ACTIVE,BUILDING,1026,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL3007,"4","651-F W. 14TH STREET"," ","PANAMA CITY","BAY",FL,324012251,2,ACTIVE,BUILDING,4867,17,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL3014,"4","4300 WEST CYPRESS ST"," ","TAMPA","HILLSBOROUGH",FL,336074159,14,ACTIVE,BUILDING,2348,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3016,"4","5850 T G LEE BLVD"," ","ORLANDO","ORANGE",FL,328224401,9,ACTIVE,BUILDING,28020,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3017,"4","300 E UNIVERSITY AVE"," ","GAINESVILLE","ALACHUA",FL,326015454,5,ACTIVE,BUILDING,12185,9,LEASED,01-Jan-2002,Field Not In Use,Not Evaluated,Yes
FL3019,"4","95 MERRICK WAY"," ","CORAL GABLES","MIAMI-DADE",FL,331345323,27,ACTIVE,BUILDING,3416,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3023,"4","4100 GEORGE J BEAN PKY"," ","TAMPA","HILLSBOROUGH",FL,336075923,14,ACTIVE,BUILDING,11570,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3024,"4","411 NE RACETRACK ROAD"," ","FORT WALTON BEACH","OKALOOSA",FL,325472503,1,ACTIVE,BUILDING,1666,1,LEASED,01-Feb-1985,Field Not In Use,Not Evaluated,Yes
FL3026,"4","10200 49TH STREET"," ","CLEARWATER","PINELLAS",FL,337625030,13,ACTIVE,BUILDING,6060,25,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3030,"4","700 S. PALAFOX ST.","SUITE 205","PENSACOLA","ESCAMBIA",FL,325025965,1,ACTIVE,BUILDING,8124,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3037,"4","3491 S. ROOSEVELT BLVD."," ","KEY WEST","MONROE",FL,330405295,18,ACTIVE,BUILDING,1200,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3040,"4","1 AIR TERMINAL PKWY"," ","MELBOURNE","BREVARD",FL,329011864,8,ACTIVE,BUILDING,1623,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3041,"4","1050 LEE WAGENER BLVD"," ","FORT LAUDERDALE","BROWARD",FL,333153500,23,ACTIVE,BUILDING,13877,67,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3042,"4","1701 STATE RD,85 NORTH"," ","EGLIN A F B","OKALOOSA",FL,325421498,1,ACTIVE,BUILDING,3226,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3043,"4","3300 CAPITAL CIR SW","IVAN MONROE AIRLINE TERMINAL","TALLAHASSEE","LEON",FL,323108732,2,ACTIVE,BUILDING,4639,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3044,"4","700 CATALINA DR."," ","DAYTONA BEACH","VOLUSIA",FL,321143827,6,ACTIVE,BUILDING,4105,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3046,"4","3880 NE 39TH AVE"," ","GAINESVILLE","ALACHUA",FL,326095626,5,ACTIVE,BUILDING,1536,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3047,"4","2430 AIRPORT BLVD"," ","PENSACOLA","ESCAMBIA",FL,325048975,1,ACTIVE,BUILDING,3965,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3049,"4","14201 PECAN PARK RD S"," ","JACKSONVILLE","DUVAL",FL,322189411,4,ACTIVE,BUILDING,16705,100,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3050,"4","237 BARTOW MUNICIPAL ARPRT"," ","BARTOW","POLK",FL,338309599,15,ACTIVE,BUILDING,614,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3051,"4","6000 AIRPORT CIR"," ","SARASOTA","SARASOTA",FL,342432105,16,ACTIVE,BUILDING,4045,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3052,"4","6500 W 21ST CT"," ","HIALEAH","MIAMI-DADE",FL,330162612,25,ACTIVE,BUILDING,19234,120,LEASED,01-Mar-2005,Field Not In Use,Not Evaluated,Yes
FL3053,"4","9050 PINES BLVD"," ","PEMBROKE PINES","BROWARD",FL,330246456,24,ACTIVE,BUILDING,4200,8,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3059,"4","3 RED CLEVELAND BLVD"," ","SANFORD","SEMINOLE",FL,327734200,7,ACTIVE,BUILDING,3078,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3060,"4","350 N.W. 215TH STREET"," ","NORTH MIAMI","MIAMI-DADE",FL,331692122,24,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL3061,"4","PALM BEACH INT'L AIRPORT","TERMINAL BUILDING","WEST PALM BEACH","PALM BEACH",FL,334061405,20,ACTIVE,BUILDING,10370,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3062,"4","4200 NW 21ST STREET","CONCOURSE E","MIAMI","MIAMI-DADE",FL,331425504,24,ACTIVE,BUILDING,4792,4,LEASED,01-Jun-1970,Field Not In Use,Not Evaluated,Yes
FL3064,"4","545 JOHN KNOX ROAD"," ","TALLAHASSEE","LEON",FL,323034181,2,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3065,"4","100 AVIATION BLVD","TERMINAL DRIVE","FORT LAUDERDALE","BROWARD",FL,333153319,23,ACTIVE,BUILDING,14342,0,LEASED,01-Sep-2007,Field Not In Use,Not Evaluated,Yes
FL3067,"4","7999 N FEDERAL HWY"," ","BOCA RATON","PALM BEACH",FL,334871682,22,ACTIVE,BUILDING,1240,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3072,"4","5835 BLUE LAGOON DR"," ","MIAMI","MIAMI-DADE",FL,331262067,27,ACTIVE,BUILDING,2925,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3077,"4","541 WATER ST"," ","JACKSONVILLE","DUVAL",FL,322024457,5,ACTIVE,STRUCTURE,0,104,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3078,"4","2348 TRADEPORT DRIVE"," ","ORLANDO","ORANGE",FL,328277052,9,ACTIVE,BUILDING,10000,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3079,"4","3520 THOMASVILLE RD"," ","TALLAHASSEE","LEON",FL,323093478,2,ACTIVE,BUILDING,3050,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3080,"4","1685 DUNN AVENUE"," ","JACKSONVILLE","DUVAL",FL,322184735,5,ACTIVE,BUILDING,10802,73,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3082,"4","3301 LAKESHORE DRIVE"," ","RIVIERA BEACH","PALM BEACH",FL,334042400,20,ACTIVE,BUILDING,21465,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3084,"4","821 AVENUE E","BUILDING D,PORT OF PALM BEACH","RIVIERA BEACH","PALM BEACH",FL,334047523,20,ACTIVE,BUILDING,3375,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3085,"4","5525 WEST GRAY STREET"," ","TAMPA","HILLSBOROUGH",FL,336091007,14,ACTIVE,BUILDING,129305,403,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3086,"4","14700 TERMINAL BLVD"," ","CLEARWATER","PINELLAS",FL,337622942,13,ACTIVE,BUILDING,2258,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3087,"4","1201 EAST OAK ST"," ","KISSIMMEE","OSCEOLA",FL,347445833,9,ACTIVE,BUILDING,13203,75,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3088,"4","12052 MIRAMAR PKY"," ","MIRAMAR","BROWARD",FL,330257002,24,ACTIVE,BUILDING,3200,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3089,"4","489 DUNDAS DRIVE"," ","JACKSONVILLE","DUVAL",FL,322185590,4,ACTIVE,BUILDING,11000,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3093,"4","3000 SW 148TH AVENUE"," ","MIRAMAR","BROWARD",FL,330274169,24,ACTIVE,BUILDING,2898,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3094,"4","3 WEST GARDEN ST.","Suite 412","PENSACOLA","ESCAMBIA",FL,325025633,1,ACTIVE,BUILDING,4784,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3096,"4","380 PARK PLACE BLVD."," ","CLEARWATER","PINELLAS",FL,337594929,13,ACTIVE,BUILDING,2398,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3097,"4","1629 ADELLE RD"," ","DELAND","VOLUSIA",FL,327207906,6,ACTIVE,BUILDING,10295,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3098,"4","1400 COLONIAL BLVD","SUITE 255A","FORT MYERS","LEE",FL,339071055,19,ACTIVE,BUILDING,4600,18,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL3099,"4","2360 WEST AIRPORT BLVD."," ","SANFORD","SEMINOLE",FL,327713017,5,ACTIVE,BUILDING,2000,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3100,"4","5971 CATTLERIDGE BLVD"," ","SARASOTA","SARASOTA",FL,342326048,16,ACTIVE,BUILDING,11920,74,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3103,"4","6643 HAZELTINE NATIONAL DRIVE"," ","ORLANDO","ORANGE",FL,328225207,9,ACTIVE,BUILDING,25217,130,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3104,"4","3811 CORPOREX DRIVE"," ","TAMPA","HILLSBOROUGH",FL,336191109,14,ACTIVE,BUILDING,22539,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3105,"4","3770 OVERSEAS HIGHWAY"," ","MARATHON","MONROE",FL,330502339,26,ACTIVE,BUILDING,7585,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3106,"4","1515 NORTH FLAGLER DRIVE"," ","WEST PALM BEACH","PALM BEACH",FL,334013428,22,ACTIVE,BUILDING,23558,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3112,"4","510 SHOTGUN RD"," ","SUNRISE","BROWARD",FL,333261984,23,ACTIVE,BUILDING,13777,28,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3114,"4","5000 US HIGHWAY 1 N"," ","ST AUGUSTINE","ST JOHNS",FL,320956200,6,ACTIVE,BUILDING,4045,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3115,"4","4990 CLYDE MORRIS BLVD"," ","PORT ORANGE","VOLUSIA",FL,321278923,6,ACTIVE,BUILDING,16870,88,LEASED,06-Jun-2007,Field Not In Use,Not Evaluated,Yes
FL3117,"4","45 INDUSTRIAL BLVD"," ","PENSACOLA","ESCAMBIA",FL,325067660,1,ACTIVE,BUILDING,10791,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3118,"4","41 N. JEFFERSON"," ","PENSACOLA","ESCAMBIA",FL,325025681,1,ACTIVE,BUILDING,5470,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3120,"4","100 SE 2ND ST","AT INTERNATIONAL PLACE SUITE 1700","MIAMI","MIAMI-DADE",FL,331312100,24,ACTIVE,BUILDING,69488,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3124,"4","4010 GUNN HIGHWAY"," ","TAMPA","HILLSBOROUGH",FL,336188744,14,ACTIVE,BUILDING,20028,100,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3126,"4","2000 NORTH ROOSEVELT BLVD"," ","KEY WEST","MONROE",FL,330403629,26,ACTIVE,BUILDING,9830,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3127,"4","2335 NW 107TH AVENUE","SUITE E45 AND E46","MIAMI","MIAMI-DADE",FL,331722165,25,ACTIVE,BUILDING,20012,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3128,"4","2002 OLD ST. AUGUSTINE RD."," ","TALLAHASSEE","LEON",FL,323014878,2,ACTIVE,BUILDING,4379,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3129,"4","5210 BELFORT RD"," ","JACKSONVILLE","DUVAL",FL,322566024,4,ACTIVE,BUILDING,8234,47,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3132,"4","201 S ORANGE AVE"," ","ORLANDO","ORANGE",FL,328013413,10,ACTIVE,BUILDING,13572,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3134,"4","11000 TERMINAL ACCESS RD"," ","FORT MYERS","LEE",FL,339138209,19,ACTIVE,BUILDING,10897,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3135,"4","15700-15720 PINES BOULEVARD"," ","PEMBROKE PINES","BROWARD",FL,330271202,25,ACTIVE,BUILDING,26246,121,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3137,"4","3702 NORTH COURTENAY PRKWY","SUITE 106","MERRITT ISLAND","BREVARD",FL,329538155,8,ACTIVE,BUILDING,1800,12,LEASED,25-Apr-2005,Field Not In Use,Not Evaluated,Yes
FL3139,"4","1514 BROADWAY"," ","FORT MYERS","LEE",FL,339013007,19,ACTIVE,BUILDING,5516,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3140,"4","11200 NW 20TH STREET"," ","MIAMI","MIAMI-DADE",FL,331721825,25,ACTIVE,BUILDING,5411,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3143,"4","2133 HARDEN BLVD"," ","LAKELAND","POLK",FL,338035918,15,ACTIVE,BUILDING,5276,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3144,"4","111-B RACETRACK ROAD"," ","FORT WALTON BEACH","OKALOOSA",FL,325471644,1,ACTIVE,BUILDING,6558,33,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3147,"4","2335 NW 107TH AVENUE","WAREHOUSE 2B36 AND 2B37","MIAMI","MIAMI-DADE",FL,331722165,25,ACTIVE,BUILDING,10006,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3148,"4","3611 ALEX MUXO JR. BLVD."," ","HOMESTEAD","MIAMI-DADE",FL,330351227,27,ACTIVE,BUILDING,14914,62,LEASED,02-Aug-2002,Field Not In Use,Not Evaluated,Yes
FL3150,"4","6701 DALE MABRY HWY SOUTH"," ","TAMPA","HILLSBOROUGH",FL,336115109,14,ACTIVE,BUILDING,48978,261,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3152,"4","11100 SW 211TH ST"," ","MIAMI","MIAMI-DADE",FL,331892806,27,ACTIVE,BUILDING,18546,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3155,"4","11226 NW 20TH STREET"," ","MIAMI","MIAMI-DADE",FL,331721824,25,ACTIVE,BUILDING,76547,455,LEASED,15-Dec-2007,Field Not In Use,Not Evaluated,Yes
FL3158,"4","1645 N CONGRESS AVE"," ","WEST PALM BEACH","PALM BEACH",FL,334095152,20,ACTIVE,BUILDING,20715,112,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3159,"4","6101 BLUE LAGOON DRIVE"," ","MIAMI","MIAMI-DADE",FL,331262055,27,ACTIVE,BUILDING,13643,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3160,"4","20501 INDEPENDENCE BLVD"," ","GROVELAND","LAKE",FL,347368593,10,ACTIVE,BUILDING,4461,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3161,"4","2340 DREW STREET"," ","CLEARWATER","PINELLAS",FL,337653310,13,ACTIVE,BUILDING,10088,72,LEASED,28-Feb-2008,Field Not In Use,Not Evaluated,No
FL3162,"4","1334-1336 NW 78TH AVENUE"," ","MIAMI","MIAMI-DADE",FL,331261606,25,ACTIVE,BUILDING,15000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3163,"4","550 COMMERCE DRIVE"," ","LAKELAND","POLK",FL,338132708,15,ACTIVE,BUILDING,12445,97,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
FL3166,"4","4740 DAIRY RD","UNIT #103","MELBOURNE","BREVARD",FL,329048417,8,ACTIVE,BUILDING,1230,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3169,"4","11651 CENTRAL PARKWAY"," ","JACKSONVILLE","DUVAL",FL,322242708,4,ACTIVE,BUILDING,4888,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3170,"4","11698 NW 25TH STREET"," ","MIAMI","MIAMI-DADE",FL,331129997,25,ACTIVE,BUILDING,16080,37,LEASED,01-Oct-2000,Field Not In Use,Not Evaluated,Yes
FL3172,"4","25 WALTER MARTIN DRIVE"," ","FORT WALTON BEACH","OKALOOSA",FL,325484937,1,ACTIVE,BUILDING,2478,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3173,"4","4925 INDEPENDENCE PARKWAY"," ","TAMPA","HILLSBOROUGH",FL,336347552,14,ACTIVE,BUILDING,27795,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3174,"4","210 S. WASHINGTON AVENUE"," ","TITUSVILLE","BREVARD",FL,327963553,8,ACTIVE,BUILDING,3821,32,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3175,"4","1510 COMMONWEALTH BUSINESS DRIVE"," ","TALLAHASSEE","LEON",FL,323033170,2,ACTIVE,BUILDING,16600,70,LEASED,01-Jan-2010,Field Not In Use,Not Evaluated,No
FL3176,"4","3700 COMMERCIAL DRIVE"," ","SEBRING","HIGHLANDS",FL,338701315,17,ACTIVE,BUILDING,6532,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3177,"4","5520 GATLIN AVENUE"," ","ORLANDO","ORANGE",FL,328127734,10,ACTIVE,BUILDING,31939,165,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3178,"4","6061 GATE PARKWAY"," ","JACKSONVILLE","DUVAL",FL,322567287,4,ACTIVE,BUILDING,115927,436,LEASED,20-Feb-2009,Field Not In Use,Not Evaluated,Yes
FL3180,"4","1881 N. UNIVERSITY DRIVE"," ","CORAL SPRINGS","BROWARD",FL,330718915,21,ACTIVE,BUILDING,1642,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
