Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
OR6661,"10","1201 NE LLOYD BLVD"," ","PORTLAND","MULTNOMAH",OR,972321202,3,ACTIVE,BUILDING,148805,159,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6666,"10","28845 LOCKHEED DR"," ","EUGENE","LANE",OR,974029500,4,ACTIVE,BUILDING,3584,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6669,"10","777 NW 9TH ST"," ","CORVALLIS","BENTON",OR,973306138,4,ACTIVE,BUILDING,6342,23,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6671,"10","28801 DOUGLAS DR"," ","EUGENE","LANE",OR,974029527,4,ACTIVE,BUILDING,1808,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6672,"10","2522 SE JESSIE BUTLER CIR","AIR CARRIER TERMINAL","REDMOND","DESCHUTES",OR,977568643,2,ACTIVE,BUILDING,1788,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6674,"10","250 NW FRANKLIN AVE"," ","BEND","DESCHUTES",OR,977012814,2,ACTIVE,BUILDING,12117,22,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6678,"10","7000 NE AIRPORT WAY","PORTLAND INTERNATIONAL AIRPORT","PORTLAND","MULTNOMAH",OR,972181009,3,ACTIVE,BUILDING,22868,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6679,"10","3501 EXCEL DR"," ","MEDFORD","JACKSON",OR,975048067,2,ACTIVE,BUILDING,13479,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6680,"10","336 SW CYBER DR"," ","BEND","DESCHUTES",OR,977021683,2,ACTIVE,BUILDING,6924,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6681,"10","3661 BROADWAY ST"," ","NORTH BEND","COOS",OR,974591239,4,ACTIVE,BUILDING,6413,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6685,"10","401 E 3RD ST"," ","THE DALLES","WASCO",OR,970582562,2,ACTIVE,BUILDING,4286,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6689,"10","2795 ANDERSON AVE"," ","KLAMATH FALLS","KLAMATH",OR,976037898,2,ACTIVE,BUILDING,8788,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OR6691,"10","60015 SMITH LOOP"," ","LA GRANDE","UNION",OR,978505376,2,ACTIVE,BUILDING,5217,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6693,"10","12635 NE MARX ST"," ","PORTLAND","MULTNOMAH",OR,972301061,3,ACTIVE,BUILDING,4766,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6695,"10","11811 NE SUMNER ST"," ","PORTLAND","MULTNOMAH",OR,972201045,3,ACTIVE,BUILDING,3898,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6699,"10","805 SW BROADWAY"," ","PORTLAND","MULTNOMAH",OR,972053339,3,ACTIVE,BUILDING,29329,21,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OR6701,"10","908 SE 5TH AVE"," ","ONTARIO","MALHEUR",OR,979143810,2,ACTIVE,BUILDING,4637,26,LEASED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
OR6702,"10","730 SW BONNETT WAY"," ","BEND","DESCHUTES",OR,977021192,2,ACTIVE,BUILDING,4567,7,LEASED,01-Jan-2004,Field Not In Use,Not Evaluated,Yes
OR6703,"10","1237 N. RIVERSIDE AVENUE # 30"," ","MEDFORD","JACKSON",OR,975014670,2,ACTIVE,BUILDING,1221,0,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Yes
OR6707,"10","221 MOLALLA AVE"," ","OREGON CITY","CLACKAMAS",OR,970453071,5,ACTIVE,BUILDING,3453,14,LEASED,01-Mar-1981,Field Not In Use,Not Evaluated,Will Conform
OR6713,"10","3229 BROADWAY ST"," ","NORTH BEND","COOS",OR,974592203,4,ACTIVE,BUILDING,1056,0,LEASED,01-Aug-2008,Field Not In Use,Not Evaluated,Yes
OR6714,"10","1100 AIRPORT LN"," ","NORTH BEND","COOS",OR,974592006,4,ACTIVE,BUILDING,785,0,LEASED,01-Jun-1982,Field Not In Use,Not Evaluated,Yes
OR6715,"10","9109 NE CASCADES PKY"," ","PORTLAND","MULTNOMAH",OR,972206813,3,ACTIVE,BUILDING,121794,200,LEASED,01-Sep-2011,Field Not In Use,Not Evaluated,Yes
OR6716,"10","2110 MISSION ST SE"," ","SALEM","MARION",OR,973021360,5,ACTIVE,BUILDING,2015,5,LEASED,01-Oct-2008,Field Not In Use,Not Evaluated,Yes
OR6723,"10","1000 TERMINAL LOOP PKY"," ","MEDFORD","JACKSON",OR,975044185,2,ACTIVE,BUILDING,280,0,LEASED,01-Dec-2008,Field Not In Use,Not Evaluated,Will Conform
OR6725,"10","1455 NW OVERTON ST"," ","PORTLAND","MULTNOMAH",OR,972092823,1,ACTIVE,BUILDING,35649,89,LEASED,01-Feb-2011,Field Not In Use,Not Evaluated,Yes
OR6726,"10","859 WILLAMETTE ST","SUITE 200","EUGENE","LANE",OR,974012910,4,ACTIVE,BUILDING,5100,4,LEASED,01-Jun-1982,Field Not In Use,Not Evaluated,Will Conform
OR6727,"10","17925 SE DIVISION ST"," ","PORTLAND","MULTNOMAH",OR,972361065,3,ACTIVE,BUILDING,11906,41,LEASED,01-Mar-2011,Field Not In Use,Not Evaluated,Yes
OR6728,"10","100 SW MAIN ST"," ","PORTLAND","MULTNOMAH",OR,972043218,3,ACTIVE,BUILDING,180736,88,LEASED,28-Sep-2007,Field Not In Use,Not Evaluated,Yes
OR6729,"10","1414 NW NORTHRUP ST"," ","PORTLAND","MULTNOMAH",OR,972092798,1,ACTIVE,BUILDING,18591,5,LEASED,30-May-2007,Field Not In Use,Not Evaluated,Yes
OR6730,"10","1390 WAVERLY DR SE"," ","ALBANY","LINN",OR,973226945,4,ACTIVE,BUILDING,7111,26,LEASED,01-Jun-1973,Field Not In Use,Not Evaluated,Will Conform
OR6732,"10","4310 SW MACADAM AVE"," ","PORTLAND","MULTNOMAH",OR,972394222,3,ACTIVE,BUILDING,49205,106,LEASED,26-Sep-2013,Field Not In Use,Not Evaluated,Yes
OR6733,"10","12019 NE MARX ST"," ","PORTLAND","MULTNOMAH",OR,972201061,3,ACTIVE,BUILDING,1875,0,LEASED,01-Jun-2000,Field Not In Use,Not Evaluated,Will Conform
OR6734,"10","321 1ST AVE E"," ","ALBANY","LINN",OR,973212777,4,ACTIVE,BUILDING,3146,12,LEASED,01-Aug-2007,Field Not In Use,Not Evaluated,Yes
OR6735,"10","150 SW HARRISON ST","STE 400","PORTLAND","MULTNOMAH",OR,972015392,3,ACTIVE,BUILDING,8300,5,LEASED,01-Jun-1965,Field Not In Use,Not Evaluated,Yes
OR6737,"10","1030 TERMINAL LOOP PKY"," ","MEDFORD","JACKSON",OR,975044103,2,ACTIVE,BUILDING,4135,5,LEASED,01-Jun-1968,Field Not In Use,Not Evaluated,Yes
OR6738,"10","1750 MCGILCHRIST ST SE"," ","SALEM","MARION",OR,973021563,5,ACTIVE,BUILDING,13107,2,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
OR6739,"10","1229 SE 3RD ST"," ","PENDLETON","UMATILLA",OR,978014143,2,ACTIVE,BUILDING,3507,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
OR6740,"10","1120 SE MAIN ST"," ","PORTLAND","MULTNOMAH",OR,972143683,3,ACTIVE,BUILDING,968,20,LEASED,01-Jun-1920,Field Not In Use,Not Evaluated,Yes
OR6741,"10","10 PIER 1"," ","ASTORIA","CLATSOP",OR,971036300,1,ACTIVE,BUILDING,1310,4,LEASED,01-Jun-2005,Field Not In Use,Evaluated - Not Historic,Yes
OR6742,"10","3050 NE 3RD ST"," ","PRINEVILLE","CROOK",OR,977542900,2,ACTIVE,BUILDING,33522,235,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OR6743,"10","3100 H ST"," ","BAKER CITY","BAKER",OR,978141326,2,ACTIVE,BUILDING,6572,70,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
OR6744,"10","3030 25th St. SE"," ","SALEM","MARION",OR,973021125, ,ACTIVE,BUILDING,236,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
OR6745,"10","1193 ROYVONNE AVE SE","SUITE 16","SALEM","MARION",OR,973026500,5,ACTIVE,BUILDING,568,1,LEASED,01-Jun-1980,Field Not In Use,Not Evaluated,Yes
WA0028,"10","138 W 1 ST"," ","PORT ANGELES","CLALLAM",WA,983622600,6,ACTIVE,BUILDING,9611,15,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
WA0035,"10","1010 5TH AVE"," ","SEATTLE","KING",WA,981041195,7,ACTIVE,BUILDING,122124,25,OWNED,01-Jan-1940,Field Not In Use,National Register Listed,Will Conform
WA0036,"10","909 1ST AVE"," ","SEATTLE","KING",WA,981041055,7,ACTIVE,BUILDING,167643,50,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
WA0045,"10","904 W RIVERSIDE AVE"," ","SPOKANE","SPOKANE",WA,992011011,5,ACTIVE,BUILDING,74203,7,OWNED,01-Jan-1909,Field Not In Use,National Register Listed,Will Conform
WA0053,"10","25 S 3RD ST"," ","YAKIMA","YAKIMA",WA,989012715,4,ACTIVE,BUILDING,35839,62,OWNED,01-Jan-1912,Field Not In Use,National Register Listed,Yes
WA0059,"10","6125 SAND POINT WAY NE"," ","SEATTLE","KING",WA,981157959,7,ACTIVE,BUILDING,168797,220,OWNED,01-Jan-1946,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0062,"10","202 S 2ND ST"," ","DAYTON","COLUMBIA",WA,993289998,5,ACTIVE,BUILDING,1986,5,LEASED,01-Jan-1963,Field Not In Use,Not Evaluated,Will Conform
WA0063,"10","825 JADWIN AVE"," ","RICHLAND","BENTON",WA,993523589,4,ACTIVE,BUILDING,262824,950,OWNED,01-Jan-1965,Field Not In Use,National Register Eligible,Will Conform
WA0064,"10","920 W RIVERSIDE AVE"," ","SPOKANE","SPOKANE",WA,992011010,5,ACTIVE,BUILDING,170296,86,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
WA0066,"10","1590 H STREET RD"," ","BLAINE","WHATCOM",WA,982309169,1,ACTIVE,BUILDING,10338,0,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
WA0067,"10","1590 H STREET RD"," ","BLAINE","WHATCOM",WA,982309169,1,ACTIVE,BUILDING,3493,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Will Conform
WA0082,"10","301 YAKIMA ST"," ","WENATCHEE","CHELAN",WA,988012966,8,ACTIVE,BUILDING,52676,129,OWNED,01-Jan-1973,Field Not In Use,Not Evaluated,Will Conform
WA0089,"10","10710 N NEWPORT HWY"," ","SPOKANE","SPOKANE",WA,992181642,5,ACTIVE,BUILDING,8653,20,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
WA0092,"10","100 N WASHINGTON AVE"," ","NEWPORT","PEND OREILLE",WA,991569998,5,ACTIVE,BUILDING,709,0,LEASED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
WA0094,"10","500 W 12TH ST"," ","VANCOUVER","CLARK",WA,986602866,3,ACTIVE,BUILDING,16991,50,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
WA0101,"10","915 SECOND AVE"," ","SEATTLE","KING",WA,981741009,7,ACTIVE,BUILDING,513234,43,OWNED,01-Jan-1973,Field Not In Use,Not Evaluated,Yes
WA0102,"10","700 STEWART ST"," ","SEATTLE","KING",WA,981011271,7,ACTIVE,BUILDING,394836,120,OWNED,01-Jan-2004,Field Not In Use,Not Evaluated,Yes
WA0111,"10","1717 PACIFIC AVE"," ","TACOMA","PIERCE",WA,984023234,6,ACTIVE,STRUCTURE,0,129,OWNED,22-Sep-2005,Field Not In Use,Not Evaluated,Yes
WA0118,"10","22201 23RD DR SE"," ","BOTHELL","KING",WA,980214421,1,ACTIVE,BUILDING,53702,144,OWNED,01-Jan-1988,Field Not In Use,Not Evaluated,Will Conform
WA0119,"10","50 TYEE DR"," ","POINT ROBERTS","WHATCOM",WA,982819601,1,ACTIVE,BUILDING,10600,4,OWNED,01-Jan-1998,Field Not In Use,Not Evaluated,Will Conform
WA0120,"10","PACIFIC HIWAY BORDER ST"," ","BLAINE","WHATCOM",WA,982309242,1,ACTIVE,BUILDING,27707,190,OWNED,26-Apr-1999,Field Not In Use,Not Evaluated,Yes
WA0122,"10","10710 N NEWPORT HWY"," ","SPOKANE","SPOKANE",WA,992181642,5,ACTIVE,BUILDING,5034,24,OWNED,15-Dec-1997,Field Not In Use,Not Evaluated,Will Conform
WA0123,"10","520 15TH ST SW"," ","AUBURN","KING",WA,980016557,8,ACTIVE,BUILDING,7305,0,OWNED,01-Jan-1998,Field Not In Use,Not Evaluated,Will Conform
WA0124,"10","33643 US HIGHWAY 97"," ","OROVILLE","OKANOGAN",WA,988449525,4,ACTIVE,BUILDING,35636,0,OWNED,01-Jan-2003,Field Not In Use,Not Evaluated,Will Conform
WA0125,"10","TYEE DR & ROOSEVELT RD"," ","POINT ROBERTS","WHATCOM",WA,982819998,1,ACTIVE,BUILDING,155,0,OWNED,01-Jan-1976,Field Not In Use,Not Evaluated,Will Conform
WA0130,"10","33643 US HIGHWAY 97"," ","OROVILLE","OKANOGAN",WA,988449525,4,ACTIVE,BUILDING,14168,4,OWNED,23-Dec-2004,Field Not In Use,Not Evaluated,Yes
WA0132,"10","BLAINE"," ","BLAINE","WHATCOM",WA,982309998,1,ACTIVE,BUILDING,29081,100,OWNED,01-May-2010,Field Not In Use,Not Evaluated,Yes
WA0134,"10","33643 US HIGHWAY 97"," ","OROVILLE","OKANOGAN",WA,988449525,4,ACTIVE,BUILDING,3675,0,OWNED,13-Dec-2004,Field Not In Use,Not Evaluated,Yes
WA0140,"10","10710 N NEWPORT HWY"," ","SPOKANE","SPOKANE",WA,992181642,5,ACTIVE,BUILDING,2051,0,OWNED,07-Mar-2006,Field Not In Use,Not Evaluated,Yes
WA0141,"10","1550 H STREET"," ","BLAINE","WHATCOM",WA,982309169,1,ACTIVE,BUILDING,4299,0,OWNED,01-Jan-2006,Field Not In Use,Not Evaluated,Yes
WA0143,"10","9901 PACIFIC HWY"," ","BLAINE","WHATCOM",WA,982309299,1,ACTIVE,BUILDING,59058,0,OWNED,20-Nov-2008,Field Not In Use,Not Evaluated,Yes
WA0148,"10","1015 2ND AVE"," ","SEATTLE","KING",WA,981041001,7,EXCESS,BUILDING,72600,0,OWNED,01-Jan-1950,Field Not In Use,National Register Listed,Yes
WA0540,"10","LYNDEN BORDER STATION"," ","LYNDEN","WHATCOM",WA,982649998,1,ACTIVE,BUILDING,15284,18,OWNED,01-Jan-1986,Field Not In Use,Not Evaluated,Will Conform
WA0550,"10","DANVILLE BORDER STATION,RURAL ROUT"," ","DANVILLE","FERRY",WA,991219998,5,ACTIVE,BUILDING,2620,0,OWNED,01-Jan-1988,Field Not In Use,Not Evaluated,Will Conform
WA0551,"10","US BORDER STATION"," ","CURLEW","FERRY",WA,991189998,5,ACTIVE,BUILDING,2922,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
WA0552,"10","US BORDER STATION"," ","CURLEW","FERRY",WA,991189998,5,ACTIVE,BUILDING,301,0,OWNED,01-Jan-1937,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0553,"10","US BORDER STATION"," ","CURLEW","FERRY",WA,991189998,5,ACTIVE,BUILDING,98,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
WA0601,"10","US BORDER STATION"," ","LAURIER","FERRY",WA,991469998,5,ACTIVE,BUILDING,4395,4,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
WA0602,"10","US BORDER STATION"," ","LAURIER","FERRY",WA,991469998,5,ACTIVE,BUILDING,2200,0,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
WA0603,"10","US BORDER STATION"," ","LAURIER","FERRY",WA,991469998,5,ACTIVE,BUILDING,1970,0,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
WA0611,"10","26781 HIGHWAY 31"," ","METALINE FALLS","PEND OREILLE",WA,991539711,5,ACTIVE,BUILDING,7921,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
WA0612,"10","26781 HIGHWAY 31"," ","METALINE FALLS","PEND OREILLE",WA,991539711,5,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
WA0613,"10","26781 HIGHWAY 31"," ","METALINE FALLS","PEND OREILLE",WA,991539711,5,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
WA0626,"10","33643 HWY 97 N"," ","OROVILLE","OKANOGAN",WA,988449235,4,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1994,Field Not In Use,Not Evaluated,Will Conform
WA0653,"10","CHERRY AND BOUNDARY"," ","SUMAS","WHATCOM",WA,982959900,1,ACTIVE,BUILDING,17250,40,OWNED,01-Jan-1990,Field Not In Use,Not Evaluated,Will Conform
WA0811,"10","400 15TH ST SW"," ","AUBURN","KING",WA,980016505,8,ACTIVE,BUILDING,79488,2,OWNED,01-Jan-1965,Field Not In Use,Evaluated - Not Historic,Yes
WA0817,"10","1901 C ST SW"," ","AUBURN","KING",WA,980017426,8,ACTIVE,BUILDING,19527,50,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
WA0818,"10","2801 C ST SW"," ","AUBURN","KING",WA,980017445,8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Will Conform
WA0819,"10","2601 C ST SW"," ","AUBURN","KING",WA,980017401,8,ACTIVE,BUILDING,2906,60,OWNED,01-May-2000,Field Not In Use,Not Evaluated,Yes
WA0821,"10","2201 C ST SW"," ","AUBURN","KING",WA,980017424,8,ACTIVE,BUILDING,0,471,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0822,"10","2507 C ST SW"," ","AUBURN","KING",WA,980017423,8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0823,"10","2509 C ST SW","GSA CENTER","AUBURN","KING",WA,980017414,8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0824,"10","2701 C ST SW","GSA CENTER","AUBURN","KING",WA,980017421,8,ACTIVE,BUILDING,174508,20,OWNED,01-Jan-1953,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0825,"10","2703 C ST SW","GSA CENTER","AUBURN","KING",WA,980017422,8,ACTIVE,BUILDING,171940,20,OWNED,01-Jan-1953,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0830,"10","2501 C ST SW"," ","AUBURN","KING",WA,980017414,8,ACTIVE,LAND,0,10,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,No
WA0831,"10","1901 C ST SW"," ","AUBURN","KING",WA,980017426,8,ACTIVE,BUILDING,194276,200,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0832,"10","1903 C ST SW"," ","AUBURN","KING",WA,980017444,8,ACTIVE,BUILDING,0,1,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0833,"10","2203 C ST SW"," ","AUBURN","KING",WA,980017425,8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1944,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0834,"10","2501 C ST SW"," ","AUBURN","KING",WA,980017414,8,ACTIVE,BUILDING,2147,0,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
WA0953,"10","4735 E MARGINAL WAY S"," ","SEATTLE","KING",WA,981342388,7,ACTIVE,BUILDING,326673,10,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
WA0954,"10","4735 E MARGINAL WAY S"," ","SEATTLE","KING",WA,981342388,7,ACTIVE,LAND,0,0,OWNED,01-Jan-1940,Field Not In Use,Evaluated - Not Historic,Will Conform
WA0956,"10","4735 E MARGINAL WAY S"," ","SEATTLE","KING",WA,981342388,7,ACTIVE,BUILDING,5325,53,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
WA0961,"10","4735 E MARGINAL WAY S"," ","SEATTLE","KING",WA,981342388,7,ACTIVE,BUILDING,127751,0,OWNED,07-Sep-2012,Field Not In Use,Not Evaluated,Yes
